"article_title","lang","chunk_id","total_chunks","narrative_progress","top_label","confidence","sentiment_value","snippet","study_scope","geopolitical_bloc","weighted_sentiment"
"1948 Palestine war","en",31,48,0.645833333333333,"negative",0.569880902767181,-0.503256559371948,"The list of villages depopulated during the Arab–I","Cały konflikt (1947-1949)","Zachód",-0.503256559371948
"1948 Palestine war","en",32,48,0.666666666666667,"neutral",0.482112109661102,-0.340689435601234,"The immediate reasons for this exodus were both th","Cały konflikt (1947-1949)","Zachód",-0.340689435601234
"1948 Palestine war","en",33,48,0.6875,"negative",0.536851644515991,-0.456494741141796,"Since the war, different historiographical traditi","Cały konflikt (1947-1949)","Zachód",-0.456494741141796
"1948 Palestine war","en",34,48,0.708333333333333,"neutral",0.477432042360306,-0.260511040687561,"The historiography of 1948 is tied to political le","Cały konflikt (1947-1949)","Zachód",-0.260511040687561
"1948 Palestine war","en",35,48,0.729166666666667,"negative",0.563677489757538,-0.463404960930347,"Only in 1987 was that narrative effectively challe","Cały konflikt (1947-1949)","Zachód",-0.463404960930347
"1948 Palestine war","en",36,48,0.75,"negative",0.489044845104218,-0.302075162529945,"The subsequent struggle was an unequal one between","Cały konflikt (1947-1949)","Zachód",-0.302075162529945
"1948 Palestine war","en",37,48,0.770833333333333,"negative",0.549977958202362,-0.437510699033737,"Arab intransigence was alone responsible for the p","Cały konflikt (1947-1949)","Zachód",-0.437510699033737
"1948 Palestine war","en",38,48,0.791666666666667,"neutral",0.474270850419998,-0.293717876076698,"The standard Zionist narrative of the war remained","Cały konflikt (1947-1949)","Zachód",-0.293717876076698
"1948 Palestine war","en",39,48,0.8125,"negative",0.618285715579987,-0.53181429207325,"Among their most vitriolic critics was Shabtai Tev","Cały konflikt (1947-1949)","Zachód",-0.53181429207325
"1948 Palestine war","en",40,48,0.833333333333333,"neutral",0.440477669239044,-0.272376179695129,"In this period, the focus of Israeli historical wr","Cały konflikt (1947-1949)","Zachód",-0.272376179695129
"1948 Palestine war","en",41,48,0.854166666666667,"negative",0.498430252075195,-0.349101766943932,"Unlike Israeli narratives that shifted over the de","Cały konflikt (1947-1949)","Zachód",-0.349101766943932
"1948 Palestine war","en",42,48,0.875,"negative",0.619107961654663,-0.571569338440895,"Rashid Khalidi and other historians hold that ""the","Cały konflikt (1947-1949)","Zachód",-0.571569338440895
"1948 Palestine war","en",43,48,0.895833333333333,"negative",0.476112276315689,-0.360617227852345,"The official narratives of Arab states on 1948 ten","Cały konflikt (1947-1949)","Zachód",-0.360617227852345
"1948 Palestine war","en",44,48,0.916666666666667,"neutral",0.467640995979309,-0.272692516446114,"The 1948 Palestine war is also sometimes referred ","Cały konflikt (1947-1949)","Zachód",-0.272692516446114
"1948 Palestine war","en",45,48,0.9375,"negative",0.445138156414032,-0.291888251900673,"A 1966 movie Cast a Giant Shadow starring Kirk Dou","Cały konflikt (1947-1949)","Zachód",-0.291888251900673
"1948 Palestine war","en",46,48,0.958333333333333,"neutral",0.505421996116638,-0.33338762819767,"A 2015 PBS documentary, A Wing and a Prayer, depic","Cały konflikt (1947-1949)","Zachód",-0.33338762819767
"1948 Palestine war","en",47,48,0.979166666666667,"neutral",0.678929090499878,-0.126340113580227,"Efraim Karsh, The Arab-Israeli Conflict: The Pales","Cały konflikt (1947-1949)","Zachód",-0.126340113580227
"1948 Palestine war","en",48,48,1,"neutral",0.828784465789795,-0.102465678006411,"""Caught in the Middle: Air Combat Between Israel a","Cały konflikt (1947-1949)","Zachód",-0.102465678006411
"I wojna izraelsko-arabska","pl",1,267,0.00374531835205993,"neutral",0.528693497180939,-0.247009739279747,"Pierwsza wojna izraelsko-arabska 1948–1949, nazywa","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.247009739279747
"I wojna izraelsko-arabska","pl",2,267,0.00749063670411985,"neutral",0.511621296405792,-0.298786200582981,"Wojna została zakończona 20 lipca 1949 roku podpis","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.298786200582981
"I wojna izraelsko-arabska","pl",3,267,0.0112359550561798,"negative",0.428392320871353,-0.272685557603836,"Społeczeństwa arabskie były wstrząśnięte poniesion","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.272685557603836
"I wojna izraelsko-arabska","pl",4,267,0.0149812734082397,"neutral",0.613356828689575,-0.183574199676514,"Wykorzystywano przy tym ideę polityczną panarabizm","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.183574199676514
"I wojna izraelsko-arabska","pl",5,267,0.0187265917602996,"neutral",0.485720634460449,-0.321219377219677,"Pomimo niepodległości, w Egipcie nadal stacjonował","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.321219377219677
"I wojna izraelsko-arabska","pl",6,267,0.0224719101123595,"neutral",0.602453827857971,-0.119749054312706,"W samej Palestynie rozwijało się osadnictwo żydows","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.119749054312706
"I wojna izraelsko-arabska","pl",7,267,0.0262172284644195,"neutral",0.71290510892868,-0.16739421710372,"Wysoki Komitet Arabski zajął przy tym stanowisko, ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.16739421710372
"I wojna izraelsko-arabska","pl",8,267,0.0299625468164794,"neutral",0.614723265171051,-0.179682232439518,"Państwo żydowskie otrzymało 14 257 km² (56% teryto","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.179682232439518
"I wojna izraelsko-arabska","pl",9,267,0.0337078651685393,"neutral",0.50218266248703,-0.261544041335583,"Przywódcy społeczności żydowskiej zaakceptowali pl","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.261544041335583
"I wojna izraelsko-arabska","pl",10,267,0.0374531835205993,"neutral",0.533383250236511,-0.227877795696259,"Ich niezadowolenie było wzmacniane przez idee pana","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.227877795696259
"I wojna izraelsko-arabska","pl",11,267,0.0411985018726592,"negative",0.573322474956512,-0.502313673496246,"Arabowie dobrze zdawali sobie sprawę, że niewielki","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.502313673496246
"I wojna izraelsko-arabska","pl",12,267,0.0449438202247191,"neutral",0.476563930511475,-0.323422320187092,"Aby temu przeciwdziałać, Żydzi podejmowali próby p","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.323422320187092
"I wojna izraelsko-arabska","pl",13,267,0.048689138576779,"negative",0.50072968006134,-0.379969574511051,"Równocześnie z Egiptu do Palestyny wkroczyły oddzi","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.379969574511051
"I wojna izraelsko-arabska","pl",14,267,0.052434456928839,"neutral",0.472393661737442,-0.266706615686417,"Z terenów objętych walkami uciekło około 100 tys. ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.266706615686417
"I wojna izraelsko-arabska","pl",15,267,0.0561797752808989,"neutral",0.496395885944366,-0.173585057258606,"Wzbudziło to zaniepokojenie Egiptu, Syrii, Libanu ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.173585057258606
"I wojna izraelsko-arabska","pl",16,267,0.0599250936329588,"neutral",0.445734351873398,-0.289371281862259,"Każdy z dowódców podlegał pod irackiego generała I","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.289371281862259
"I wojna izraelsko-arabska","pl",17,267,0.0636704119850187,"negative",0.460217028856277,-0.32614241540432,"Szczególnie grupy ochotników napływające z Syrii b","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.32614241540432
"I wojna izraelsko-arabska","pl",18,267,0.0674157303370786,"neutral",0.481454014778137,-0.26901613920927,"Golda Meir odbyła podróż do Stanów Zjednoczonych, ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.26901613920927
"I wojna izraelsko-arabska","pl",19,267,0.0711610486891386,"negative",0.457469493150711,-0.30491130053997,"Jak pisze Michał Jadwiszczok, Dla władz żydowskich","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.30491130053997
"I wojna izraelsko-arabska","pl",20,267,0.0749063670411985,"neutral",0.511066138744354,-0.245566077530384,"Ponadto wierzył, że poprzez swoje działanie chciel","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.245566077530384
"I wojna izraelsko-arabska","pl",21,267,0.0786516853932584,"neutral",0.466522544622421,-0.250741496682167,"W marcu miała odbyć się narada szefów sztabów, na ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.250741496682167
"I wojna izraelsko-arabska","pl",22,267,0.0823970037453183,"neutral",0.480716347694397,-0.235598206520081,"Z tych powodów jego zaangażowanie się w wojnę było","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.235598206520081
"I wojna izraelsko-arabska","pl",23,267,0.0861423220973783,"neutral",0.517146348953247,-0.205163300037384,"Wynikał z tego również wniosek, że palestyńscy Ara","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.205163300037384
"I wojna izraelsko-arabska","pl",24,267,0.0898876404494382,"neutral",0.469439655542374,-0.143820017576218,"Naciskając na udział w wojnie egipskiej armii licz","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.143820017576218
"I wojna izraelsko-arabska","pl",25,267,0.0936329588014981,"neutral",0.44879150390625,-0.230048924684525,"Jednak egipscy dowódcy zignorowali te słowa i orze","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.230048924684525
"I wojna izraelsko-arabska","pl",26,267,0.0973782771535581,"neutral",0.602850675582886,-0.145856022834778,"Przedstawił on własny plan zakładający serię mniej","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.145856022834778
"I wojna izraelsko-arabska","pl",27,267,0.101123595505618,"neutral",0.48754009604454,-0.238416239619255,"Już 11 maja egipskie oddziały kilkakrotnie zaatako","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.238416239619255
"I wojna izraelsko-arabska","pl",28,267,0.104868913857678,"neutral",0.515090048313141,-0.359251171350479,"Początkowo jedynym celem było przetrwanie ataków p","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.359251171350479
"I wojna izraelsko-arabska","pl",29,267,0.108614232209738,"neutral",0.602209270000458,-0.238242648541927,"W latach 1946–1947 Abdallah I mówił, że nie zamier","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.238242648541927
"I wojna izraelsko-arabska","pl",30,267,0.112359550561798,"neutral",0.622681379318237,-0.123610228300095,"Tajemnicą pozostają także potajemne kontakty i roz","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.123610228300095
"I wojna izraelsko-arabska","pl",31,267,0.116104868913858,"neutral",0.510284960269928,-0.208030477166176,"Wielki Mufti Jerozolimy i przewodniczący Wysokiego","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.208030477166176
"I wojna izraelsko-arabska","pl",32,267,0.119850187265918,"neutral",0.555899143218994,-0.23789893835783,"Potwierdzenie tej tezy znajdujemy w pracach takich","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.23789893835783
"I wojna izraelsko-arabska","pl",33,267,0.123595505617978,"neutral",0.519276797771454,-0.261027432978153,"Jednocześnie wskazał na niskie morale własnych odd","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.261027432978153
"I wojna izraelsko-arabska","pl",34,267,0.127340823970037,"neutral",0.538560569286346,-0.221831992268562,"Na co dzień tam mieszkali i pracowali, byli zdolni","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.221831992268562
"I wojna izraelsko-arabska","pl",35,267,0.131086142322097,"neutral",0.665684580802917,-0.116767287254333,"Uzbrojenie Hagany we wrześniu 1947 roku stanowiło:","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.116767287254333
"I wojna izraelsko-arabska","pl",36,267,0.134831460674157,"neutral",0.63692843914032,-0.187260769307613,"Następnie, w dniu 30 marca rozszerzono grupę wieko","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.187260769307613
"I wojna izraelsko-arabska","pl",37,267,0.138576779026217,"neutral",0.486326456069946,-0.251720264554024,"Dodatkowo, w momencie wybuchu wojny, w arabskich m","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.251720264554024
"I wojna izraelsko-arabska","pl",38,267,0.142322097378277,"neutral",0.457403093576431,-0.285822615027428,"Gdy władze egipskie wyraziły zgodę na udział w woj","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.285822615027428
"I wojna izraelsko-arabska","pl",39,267,0.146067415730337,"neutral",0.547210693359375,-0.200502514839172,"Legion Arabski działał jedynie w Samarii, Judei i ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.200502514839172
"I wojna izraelsko-arabska","pl",40,267,0.149812734082397,"neutral",0.406965374946594,-0.188515558838844,"Celem było stworzenie trzech dywizji piechoty, jed","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.188515558838844
"I wojna izraelsko-arabska","pl",41,267,0.153558052434457,"negative",0.441173911094666,-0.294417515397072,"Byli to dobrze wyszkoleni i uzbrojeni żołnierze, d","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.294417515397072
"I wojna izraelsko-arabska","pl",42,267,0.157303370786517,"neutral",0.516501128673553,-0.157037109136581,"Znikoma ilość środków własnych i czasu na przygoto","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.157037109136581
"I wojna izraelsko-arabska","pl",43,267,0.161048689138577,"neutral",0.530527532100677,-0.166114389896393,"Składały się z dywizjonu myśliwskiego (30 myśliwcó","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.166114389896393
"I wojna izraelsko-arabska","pl",44,267,0.164794007490637,"neutral",0.4435034096241,-0.255808904767036,"Jednak, jeżeli chodzi o działania ofensywne, egips","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.255808904767036
"I wojna izraelsko-arabska","pl",45,267,0.168539325842697,"negative",0.466483920812607,-0.313059955835342,"Największą bolączką Syryjczyków były braki w zaopa","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.313059955835342
"I wojna izraelsko-arabska","pl",46,267,0.172284644194757,"neutral",0.560474336147308,-0.207606613636017,"Łącznie Arabowie przygotowali siły inwazyjne liczą","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.207606613636017
"I wojna izraelsko-arabska","pl",47,267,0.176029962546816,"neutral",0.557433843612671,-0.227152705192566,"Ostatni brytyjscy żołnierze opuścili Palestynę 30 ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.227152705192566
"I wojna izraelsko-arabska","pl",48,267,0.179775280898876,"neutral",0.550742924213409,-0.285706654191017,"W tym samym dniu opublikowano oficjalną deklarację","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.285706654191017
"I wojna izraelsko-arabska","pl",49,267,0.183520599250936,"neutral",0.490007728338242,-0.187851279973984,"Syjonistyczna agresja spowodowała exodus ponad ćwi","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.187851279973984
"I wojna izraelsko-arabska","pl",50,267,0.187265917602996,"neutral",0.55896121263504,-0.176467314362526,"Siły Palmach rozlokowano w następujący sposób: (1)","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.176467314362526
"I wojna izraelsko-arabska","pl",51,267,0.191011235955056,"neutral",0.478890836238861,-0.170715197920799,"Bardziej na północy pozycje zajęła Brygada Giwati,","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.170715197920799
"I wojna izraelsko-arabska","pl",52,267,0.194756554307116,"neutral",0.463003516197205,-0.290874689817429,"Wszystkie działania sił lądowych były wspierane pr","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.290874689817429
"I wojna izraelsko-arabska","pl",53,267,0.198501872659176,"neutral",0.487961679697037,-0.209378764033318,"W ciągu dnia Egipcjanie przeprowadzili jeszcze trz","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.209378764033318
"I wojna izraelsko-arabska","pl",54,267,0.202247191011236,"negative",0.537707388401031,-0.400245875120163,"Egipcjanie borykali się jednak z bardzo dużymi tru","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.400245875120163
"I wojna izraelsko-arabska","pl",55,267,0.205992509363296,"negative",0.526467859745026,-0.372247532010078,"Niepowodzenia były bolesną porażką dla egipskiego ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.372247532010078
"I wojna izraelsko-arabska","pl",56,267,0.209737827715356,"neutral",0.490144312381744,-0.275330007076263,"W trakcie tych działań zajęto strategicznie położo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.275330007076263
"I wojna izraelsko-arabska","pl",57,267,0.213483146067416,"neutral",0.440379023551941,-0.152142599225044,"22 maja egipskie samoloty przeprowadziły pomyłkowy","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.152142599225044
"I wojna izraelsko-arabska","pl",58,267,0.217228464419476,"neutral",0.459041446447372,-0.173843234777451,"W rejonie tym doszło do wzrostu napięcia egipsko-j","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.173843234777451
"I wojna izraelsko-arabska","pl",59,267,0.220973782771536,"neutral",0.426226794719696,-0.163798749446869,"Podsumowując okres pierwszych walk na południowym ","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.163798749446869
"I wojna izraelsko-arabska","pl",60,267,0.224719101123595,"neutral",0.468300759792328,-0.190668374300003,"W międzyczasie sytuacja na innych frontach zmusiła","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.190668374300003
"I wojna izraelsko-arabska","pl",61,267,0.228464419475655,"neutral",0.412708610296249,-0.200317248702049,"Powolne działania Egipcjan wywoływały irytację Jor","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.200317248702049
"I wojna izraelsko-arabska","pl",62,267,0.232209737827715,"neutral",0.546711266040802,-0.171798452734947,"Tymczasem Izraelczycy zdołali zmontować cztery sam","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.171798452734947
"I wojna izraelsko-arabska","pl",63,267,0.235955056179775,"neutral",0.42366561293602,-0.225926712155342,"W międzyczasie, izraelska 101 Eskadra myśliwska zo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.225926712155342
"I wojna izraelsko-arabska","pl",64,267,0.239700374531835,"negative",0.432660818099976,-0.291799753904343,"Zostały one dostrzeżone przez pierwszy izraelski o","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.291799753904343
"I wojna izraelsko-arabska","pl",65,267,0.243445692883895,"neutral",0.564127445220947,-0.143618062138557,"Sukcesem Izraelczyków było powstrzymanie egipskieg","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.143618062138557
"I wojna izraelsko-arabska","pl",66,267,0.247191011235955,"neutral",0.513888776302338,-0.229174077510834,"Żydów, a jedyna droga łącząca miasto z wybrzeżem b","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.229174077510834
"I wojna izraelsko-arabska","pl",67,267,0.250936329588015,"neutral",0.530414879322052,-0.184765309095383,"W starciach trwających do 15 maja Żydzi przejęli k","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.184765309095383
"I wojna izraelsko-arabska","pl",68,267,0.254681647940075,"neutral",0.449682176113129,-0.166164010763168,"Głównym zadaniem Legionu Arabskiego było opanowani","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.166164010763168
"I wojna izraelsko-arabska","pl",69,267,0.258426966292135,"neutral",0.482477128505707,-0.184734016656876,"Jego 2 kompania zajęła pozycje obronne na wzniesie","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.184734016656876
"I wojna izraelsko-arabska","pl",70,267,0.262172284644195,"neutral",0.502654314041138,-0.198877304792404,"We wsi An-Nabi Samu’il rozlokowała się bateria art","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.198877304792404
"I wojna izraelsko-arabska","pl",71,267,0.265917602996255,"neutral",0.436043530702591,-0.302770778536797,"O zawartym porozumieniu nie zostali powiadomieni j","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.302770778536797
"I wojna izraelsko-arabska","pl",72,267,0.269662921348315,"negative",0.43317773938179,-0.286117523908615,"Nie ryzykowano by także większych starć z siłami ż","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.286117523908615
"I wojna izraelsko-arabska","pl",73,267,0.273408239700375,"neutral",0.546378254890442,-0.217267833650112,"Sytuacja obrońców stała się tak rozpaczliwa, że 28","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.217267833650112
"I wojna izraelsko-arabska","pl",74,267,0.277153558052434,"neutral",0.451355159282684,-0.144993141293526,"Irakijczycy wkroczyli do Nablusu, umożliwiając jor","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.144993141293526
"I wojna izraelsko-arabska","pl",75,267,0.280898876404494,"neutral",0.48722967505455,-0.209705397486687,"Chwycono się wówczas metody negocjacji. 22 maja pr","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.209705397486687
"I wojna izraelsko-arabska","pl",76,267,0.284644194756554,"neutral",0.458975255489349,-0.0521636009216309,"Pomimo to, prowadzone negocjacje uniemożliwiły pro","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.0521636009216309
"I wojna izraelsko-arabska","pl",77,267,0.288389513108614,"neutral",0.478862404823303,-0.280772276222706,"Jednak Żydzi odczytali działania jordańskie jako p","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.280772276222706
"I wojna izraelsko-arabska","pl",78,267,0.292134831460674,"neutral",0.420674413442612,-0.153109177947044,"Żydzi obawiali się pogorszenia sytuacji w tym rejo","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.153109177947044
"I wojna izraelsko-arabska","pl",79,267,0.295880149812734,"neutral",0.562619984149933,-0.23914822936058,"Pomimo wykorzystania pojazdów opancerzonych zakońc","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.23914822936058
"I wojna izraelsko-arabska","pl",80,267,0.299625468164794,"negative",0.480101227760315,-0.360363848507404,"Przypadkowo zbombardowano także bazę lotniczą Roya","Cały konflikt (1947-1949)","Blok Wschodni/Inne",-0.360363848507404
